,APRexplained,BadWordCount,Flesch,FleschKincaid,FogIndex,GoodWordCount,Jargon,WordCount
0,0,1,78.54140465116281,6.150042377260984,11.98011369509044,1,3,387
1,0,1,59.17534782608696,11.862164251207734,16.547246376811596,2,5,828
2,0,3,56.967683473389386,13.1969243697479,17.147114845938376,1,1,476
3,0,2,80.00458874458877,6.654805194805196,10.502164502164502,0,1,770
4,0,3,63.282233740917974,12.12479000531632,16.88279284068758,2,3,836
5,0,0,70.56560606060606,8.882255892255895,12.57104377104377,0,2,594
6,6,4,38.71161596281148,18.23066132785358,22.82961329527387,4,4,22501
7,0,2,50.6277199381079,14.002553050397879,17.871706454465077,1,3,377
8,0,2,63.21252059925094,10.33847191011236,14.77423220973783,2,2,712
9,0,0,64.7021519050469,11.9221394374626,15.896628765210451,1,3,557
10,0,1,67.26928733031677,8.26232026143791,14.120361990950228,3,3,459
